3
Step =     14  Time =     115.75584881
H      -0.06573011     -0.06048116      0.02952105
O       0.06939917      0.06705261     -0.03265692
H      -0.00366676     -0.00656972      0.00313628
3
Step =     15  Time =     124.02412373
H      -0.06463974     -0.06077610      0.02963633
O       0.06846321      0.06812505     -0.03313749
H      -0.00382115     -0.00734775      0.00350200
3
Step =     16  Time =     132.29239864
H      -0.06310970     -0.06074815      0.02959219
O       0.06713123      0.06887986     -0.03346199
H      -0.00401922     -0.00813097      0.00387102
3
Step =     17  Time =     140.56067356
H      -0.06111169     -0.06037242      0.02937648
O       0.06538591      0.06928234     -0.03361388
H      -0.00427193     -0.00890953      0.00423899
3
Step =     18  Time =     148.82894847
H      -0.05859840     -0.05960825      0.02896929
O       0.06318933      0.06928253     -0.03356911
H      -0.00458868     -0.00967418      0.00460177
3
Step =     19  Time =     157.09722339
H      -0.05550293     -0.05839808      0.02834241
O       0.06048241      0.06881404     -0.03329553
H      -0.00497725     -0.01041613      0.00495544
3
Step =     20  Time =     165.36549830
H      -0.05173815     -0.05666626      0.02745885
O       0.05718373      0.06779298     -0.03275241
H      -0.00544344     -0.01112714      0.00529626
3
Step =     21  Time =     173.63377322
H      -0.04719599     -0.05431799      0.02627222
O       0.05318863      0.06611688     -0.03188987
H      -0.00599068     -0.01179959      0.00562076
3
Step =     22  Time =     181.90204813
H      -0.04174745     -0.05123863      0.02472646
O       0.04836881      0.06366413     -0.03064865
H      -0.00661965     -0.01242647      0.00592569
3
Step =     23  Time =     190.17032305
H      -0.03524394     -0.04729432      0.02275619
O       0.04257339      0.06029456     -0.02896037
H      -0.00732785     -0.01300131      0.00620797
3
Step =     24  Time =     198.43859796
H      -0.02752130     -0.04233489      0.02028807
O       0.03563231      0.05585219     -0.02674879
H      -0.00810919     -0.01351815      0.00646471
3
Step =     25  Time =     206.70687288
H      -0.01840810     -0.03620076      0.01724426
O       0.02736377      0.05017164     -0.02393315
H      -0.00895349     -0.01397145      0.00669311
3
Step =     26  Time =     214.97514779
H      -0.00774060     -0.02873563      0.01354859
O       0.01758892      0.04309083     -0.02043440
H      -0.00984622     -0.01435588      0.00689041
3
Step =     27  Time =     223.24342271
H       0.00461385     -0.01980731      0.00913673
O       0.00615586      0.03447284     -0.01618574
H      -0.01076815     -0.01466662      0.00705396
3
Step =     28  Time =     231.51169762
H       0.01872122     -0.00933890      0.00397154
O      -0.00702417      0.02423652     -0.01114743
H      -0.01169553     -0.01489866      0.00718094
3
Step =     29  Time =     239.77997254
H       0.03453391      0.00264923     -0.00193655
O      -0.02193125      0.01239743     -0.00532704
H      -0.01260048     -0.01504706      0.00726849
3
Step =     30  Time =     248.04824745
H       0.05183294      0.01598837     -0.00850446
O      -0.03837863     -0.00088173      0.00119569
H      -0.01345191     -0.01510679      0.00731364
3
Step =     31  Time =     256.31652237
H       0.07016698      0.03030850     -0.01555058
O      -0.05594827     -0.01523631      0.00824221
H      -0.01421697     -0.01507279      0.00731334
3
Step =     32  Time =     264.58479729
H       0.08880251      0.04499697     -0.02277450
O      -0.07393789     -0.03005834      0.01551499
H      -0.01486342     -0.01493950      0.00726437
3
Step =     33  Time =     272.85307220
H       0.10670995      0.05919145     -0.02975343
O      -0.09134695     -0.04449021      0.02259414
H      -0.01536165     -0.01470170      0.00716368
3
Step =     34  Time =     281.12134712
H       0.12261363      0.07183143     -0.03596722
O      -0.10692444     -0.05747693      0.02896259
H      -0.01568745     -0.01435431      0.00700842
3
Step =     35  Time =     289.38962203
H       0.13512818      0.08178545     -0.04086042
O      -0.11930210     -0.06789173      0.03406739
H      -0.01582416     -0.01389301      0.00679623
3
Step =     36  Time =     297.65789695
H       0.14297561      0.08804411     -0.04393666
O      -0.12720973     -0.07472812      0.03741370
H      -0.01576401     -0.01331494      0.00652561
3
Step =     37  Time =     305.92617186
H       0.14523752      0.08993348     -0.04486320
O      -0.12972727     -0.07731262      0.03866897
H      -0.01550849     -0.01261941      0.00619629
3
Step =     38  Time =     314.19444678
H       0.14156339      0.08727707     -0.04355065
O      -0.12649395     -0.07546640      0.03774252
H      -0.01506777     -0.01180876      0.00580955
3
Step =     39  Time =     322.46272169
H       0.13225674      0.08044246     -0.04017648
O      -0.11779627     -0.06955103      0.03480866
H      -0.01445896     -0.01088900      0.00536855
3
Step =     40  Time =     330.73099661
H       0.11820447      0.07025167     -0.03514178
O      -0.10449887     -0.06037887      0.03026354
H      -0.01370440     -0.00986992      0.00487829
3
Step =     41  Time =     338.99927152
H       0.10067812      0.05779212     -0.02897915
O      -0.08784813     -0.04902367      0.02463292
H      -0.01282917     -0.00876515      0.00434566
3
Step =     42  Time =     347.26754644
H       0.08108278      0.04419942     -0.02224638
O      -0.06922315     -0.03660372      0.01846597
H      -0.01185889     -0.00759178      0.00377912
3
Step =     43  Time =     355.53582135
H       0.06073356      0.03047972     -0.01543908
O      -0.04991473     -0.02410515      0.01224847
H      -0.01081766     -0.00636959      0.00318839
3
Step =     44  Time =     363.80409627
H       0.04070923      0.01740713     -0.00893993
O      -0.03098095     -0.01228073      0.00635277
H      -0.00972652     -0.00512027      0.00258401
3
Step =     45  Time =     372.07237118
H       0.02179208      0.00549563     -0.00300436
O      -0.01318777     -0.00162253      0.00102388
H      -0.00860229     -0.00386640      0.00197683
3
Step =     46  Time =     380.34064610
H       0.00447478     -0.00497635      0.00222785
O       0.00298407      0.00761351     -0.00360922
H      -0.00745717     -0.00263042      0.00137757
3
Step =     47  Time =     388.60892101
H      -0.01099371     -0.01391540      0.00670813
O       0.01729392      0.01535603     -0.00750847
H      -0.00629880     -0.00143366      0.00079631
3
Step =     48  Time =     396.87719593
H      -0.02454786     -0.02135696      0.01045163
O       0.02968046      0.02165999     -0.01069819
H      -0.00513080     -0.00029546      0.00024215
3
Step =     49  Time =     405.14547084
H      -0.03624652     -0.02741517      0.01351277
O       0.04020249      0.02665565     -0.01324013
H      -0.00395366      0.00076753     -0.00027715
3
Step =     50  Time =     413.41374576
H      -0.04622334     -0.03224402      0.01596600
O       0.04899113      0.03050997     -0.01521482
H      -0.00276575      0.00174186     -0.00075535
3
Step =     51  Time =     421.68202067
H      -0.05464911     -0.03600993      0.01789236
O       0.05621466      0.03339964     -0.01670815
H      -0.00156440      0.00261751     -0.00118784
3
Step =     52  Time =     429.95029559
H      -0.06170559     -0.03887442      0.01937081
O       0.06205284      0.03549310     -0.01780231
H      -0.00034685      0.00338797     -0.00157164
3
Step =     53  Time =     438.21857050
H      -0.06756875     -0.04098421      0.02047329
O       0.06667991      0.03694033     -0.01857073
H       0.00088889      0.00405014     -0.00190535
3
Step =     54  Time =     446.48684542
H      -0.07239889     -0.04246669      0.02126243
O       0.07025544      0.03786858     -0.01907591
H       0.00214342      0.00460401     -0.00218897
3
Step =     55  Time =     454.75512033
H      -0.07633556     -0.04342843      0.02179073
O       0.07291996      0.03838152     -0.01936902
H       0.00341549      0.00505236     -0.00242378
3
Step =     56  Time =     463.02339525
H      -0.07949534     -0.04395563      0.02210071
O       0.07479327      0.03856023     -0.01949027
H       0.00470177      0.00540027     -0.00261207
3
Step =     57  Time =     471.29167016
H      -0.08197121     -0.04411537      0.02222555
O       0.07597387      0.03846485     -0.01946973
H       0.00599676      0.00565469     -0.00275697
3
Step =     58  Time =     479.55994508
H      -0.08383270     -0.04395709      0.02218968
O       0.07653901      0.03813657     -0.01932817
H       0.00729284      0.00582391     -0.00286219
3
Step =     59  Time =     487.82821999
H      -0.08512619     -0.04351396      0.02200951
O       0.07654469      0.03759943     -0.01907794
H       0.00858044      0.00591711     -0.00293182
3
Step =     60  Time =     496.09649491
H      -0.08587493     -0.04280390      0.02169385
O       0.07602538      0.03686170     -0.01872361
H       0.00984837      0.00594395     -0.00297012
3
Step =     61  Time =     504.36476982
H      -0.08607909     -0.04183045      0.02124437
O       0.07499401      0.03591713     -0.01826251
H       0.01108390      0.00591426     -0.00298142
3
Step =     62  Time =     512.63304474
H      -0.08571456     -0.04058272      0.02065550
O       0.07344023      0.03474515     -0.01768486
H       0.01227322      0.00583769     -0.00296994
3
Step =     63  Time =     520.90131966
H      -0.08473221     -0.03903560      0.01991453
O       0.07132950      0.03331140     -0.01697392
H       0.01340169      0.00572353     -0.00293969
3
Step =     64  Time =     529.16959457
H      -0.08305602     -0.03714910      0.01900129
O       0.06860092      0.03156703     -0.01610568
H       0.01445413      0.00558061     -0.00289451
3
Step =     65  Time =     537.43786949
H      -0.08058100     -0.03486756      0.01788770
O       0.06516502      0.02944803     -0.01504849
H       0.01541497      0.00541732     -0.00283797
3
Step =     66  Time =     545.70614440
H      -0.07717126     -0.03211876      0.01653735
O       0.06090163      0.02687416     -0.01376249
H       0.01626854      0.00524176     -0.00277353
3
Step =     67  Time =     553.97441932
H      -0.07265750     -0.02881311      0.01490503
O       0.05565766      0.02374817     -0.01219927
H       0.01699885      0.00506164     -0.00270445
3
Step =     68  Time =     562.24269423
H      -0.06683831     -0.02484368      0.01293683
O       0.04924745      0.01995498     -0.01030144
H       0.01759037      0.00488509     -0.00263422
3
Step =     69  Time =     570.51096915
H      -0.05948168     -0.02008766      0.01057079
O       0.04145443      0.01536318     -0.00800340
H       0.01802760      0.00472057     -0.00256646
3
Step =     70  Time =     578.77924406
H      -0.05033300     -0.01441070      0.00773913
O       0.03203893      0.00982913     -0.00523329
H       0.01829502      0.00457725     -0.00250513
3
Step =     71  Time =     587.04751898
H      -0.03913290     -0.00767591      0.00437277
O       0.02075592      0.00320536     -0.00191729
H       0.01837771      0.00446570     -0.00245484
3
Step =     72  Time =     595.31579389
H      -0.02564558      0.00024068      0.00040917
O       0.00738475     -0.00464394      0.00201242
H       0.01826107      0.00439806     -0.00242096
3
Step =     73  Time =     603.58406881
H      -0.00970466      0.00942566     -0.00419544
O      -0.00822575     -0.01381910      0.00660554
H       0.01793104      0.00438824     -0.00240969
3
Step =     74  Time =     611.85234372
H       0.00872182      0.01989351     -0.00944844
O      -0.02609461     -0.02435054      0.01187655
H       0.01737437      0.00445199     -0.00242809
3
Step =     75  Time =     620.12061864
H       0.02944779      0.03154177     -0.01529831
O      -0.04602522     -0.03615356      0.01778216
H       0.01657897      0.00460662     -0.00248400
3
Step =     76  Time =     628.38889355
H       0.05197515      0.04410040     -0.02160908
O      -0.06750899     -0.04897632      0.02419477
H       0.01553449      0.00487042     -0.00258571
3
Step =     77  Time =     636.65716847
H       0.07540952      0.05708614     -0.02813736
O      -0.08964232     -0.06235317      0.03087886
H       0.01423319      0.00526157     -0.00274154
3
Step =     78  Time =     644.92544338
H       0.09842077      0.06978062     -0.03452133
O      -0.11109129     -0.07558265      0.03748034
H       0.01267145      0.00579702     -0.00295932
3
Step =     79  Time =     653.19371830
H       0.11929813      0.08125846     -0.04029493
O      -0.13014826     -0.08775346      0.04353985
H       0.01085145      0.00649045     -0.00324547
3
Step =     80  Time =     661.46199321
H       0.13613559      0.09048586     -0.04493763
O      -0.14491818     -0.09784071      0.04854124
H       0.00878380      0.00735048     -0.00360422
3
Step =     81  Time =     669.73026813
H       0.14714903      0.09649040     -0.04795996
O      -0.15363838     -0.10487331      0.05199609
H       0.00649029      0.00837859     -0.00403670
3
Step =     82  Time =     677.99854304
H       0.15105497      0.09856547     -0.04900650
O      -0.15506066     -0.10813688      0.05354604
H       0.00400642      0.00956714     -0.00454008
3
Step =     83  Time =     686.26681796
H       0.14738564      0.09644244     -0.04794256
O      -0.14876854     -0.10734406      0.05304868
H       0.00138359      0.01089742     -0.00510668
3
Step =     84  Time =     694.53509287
H       0.13661016      0.09036033     -0.04488905
O      -0.13529836     -0.10270361      0.05061223
H      -0.00131109      0.01233915     -0.00572375
3
Step =     85  Time =     702.80336779
H       0.12001325      0.08100439     -0.04019142
O      -0.11601611     -0.09485871      0.04656421
H      -0.00399653      0.01385015     -0.00637329
3
Step =     86  Time =     711.07164270
H       0.09937881      0.06933856     -0.03433519
O      -0.09279763     -0.08472055      0.04136744
H      -0.00658109      0.01537755     -0.00703253
3
Step =     87  Time =     719.33991762
H       0.07661153      0.05640120     -0.02784300
O      -0.06764415     -0.07326603      0.03551785
H      -0.00896794      0.01686008     -0.00767487
3
Step =     88  Time =     727.60819253
H       0.05342013      0.04313176     -0.02118740
O      -0.04235948     -0.06136775      0.02945874
H      -0.01106119      0.01823132     -0.00827131
3
Step =     89  Time =     735.87646745
H       0.03113168      0.03026695     -0.01473872
O      -0.01835952     -0.04969480      0.02353079
H      -0.01277200      0.01942369     -0.00879218
3
Step =     90  Time =     744.14474236
H       0.01063826      0.01830848     -0.00874890
O       0.00338647     -0.03868494      0.01795783
H      -0.01402454      0.02037272     -0.00920896
3
Step =     91  Time =     752.41301728
H      -0.00756440      0.00754181     -0.00336107
O       0.02232429     -0.02856697      0.01285768
H      -0.01476065      0.02102154     -0.00949634
3
Step =     92  Time =     760.68129219
H      -0.02329140     -0.00191922      0.00136795
O       0.03823394     -0.01940855      0.00826619
H      -0.01494393      0.02132431     -0.00963370
3
Step =     93  Time =     768.94956711
H      -0.03657517     -0.01008187      0.00544222
O       0.05113572     -0.01117032      0.00416467
H      -0.01456163      0.02124934     -0.00960653
3
Step =     94  Time =     777.21784203
H      -0.04758202     -0.01702907      0.00890375
O       0.06120648     -0.00375358      0.00050364
H      -0.01362525      0.02078069     -0.00940715
3
Step =     95  Time =     785.48611694
H      -0.05654732     -0.02288380      0.01181464
O       0.06871532      0.00296395     -0.00277936
H      -0.01216925      0.01991866     -0.00903503
3
Step =     96  Time =     793.75439186
H      -0.06373015     -0.02778378      0.01424434
O       0.07397639      0.00910414     -0.00574763
H      -0.01024831      0.01867899     -0.00849637
3
Step =     97  Time =     802.02266677
H      -0.06938432     -0.03186528      0.01626152
O       0.07731511      0.01477413     -0.00845776
H      -0.00793333      0.01709102     -0.00780341
3
Step =     98  Time =     810.29094169
H      -0.07374187     -0.03525357      0.01792926
O       0.07904607      0.02005905     -0.01095581
H      -0.00530669      0.01519506     -0.00697327
3
Step =     99  Time =     818.55921660
H      -0.07700517     -0.03805831      0.01930279
O       0.07946035      0.02502016     -0.01327621
H      -0.00245727      0.01303952     -0.00602668
3
Step =    100  Time =     826.82749152
H      -0.07934337     -0.04037151      0.02042843
O       0.07881749      0.02969646     -0.01544238
H       0.00052427      0.01067730     -0.00498646
3
Step =    101  Time =     835.09576643
H      -0.08089396     -0.04226782      0.02134376
O       0.07734308      0.03410743     -0.01746800
H       0.00354973      0.00816347     -0.00387648
3
Step =    102  Time =     843.36404135
H      -0.08176366     -0.04380499      0.02207786
O       0.07522635      0.03825653     -0.01935853
H       0.00653659      0.00555228     -0.00272035
3
Step =    103  Time =     851.63231626
H      -0.08203069     -0.04502486      0.02265182
O       0.07262011      0.04213415     -0.02111260
H       0.00941025      0.00289521     -0.00154053
3
Step =    104  Time =     859.90059118
H      -0.08174720     -0.04595421      0.02307918
O       0.06964163      0.04571973     -0.02272304
H       0.01210564      0.00023961     -0.00035778
3
Step =    105  Time =     868.16886609
H      -0.08094103     -0.04660569      0.02336641
O       0.06637463      0.04898350     -0.02417767
H       0.01456687     -0.00237209      0.00080928
3
Step =    106  Time =     876.43714101
H      -0.07961635     -0.04697729      0.02351265
O       0.06286885      0.05188673     -0.02545945
H       0.01674837     -0.00490318      0.00194446
3
Step =    107  Time =     884.70541592
H      -0.07775523     -0.04705284      0.02351000
O       0.05914340      0.05438169     -0.02654653
H       0.01861304     -0.00732212      0.00303382
3
Step =    108  Time =     892.97369084
H      -0.07531770     -0.04680134      0.02334320
O       0.05518757      0.05641085     -0.02741187
H       0.02013159     -0.00960243      0.00406562
3
Step =    109  Time =     901.24196575
H      -0.07224156     -0.04617594      0.02298915
O       0.05096200      0.05790506     -0.02802242
H       0.02128110     -0.01172187      0.00502995
3
Step =    110  Time =     909.51024067
H      -0.06844248     -0.04511295      0.02241646
O       0.04639969      0.05878218     -0.02833851
H       0.02204425     -0.01366200      0.00591858
3
Step =    111  Time =     917.77851558
H      -0.06381365     -0.04353054      0.02158482
O       0.04140716      0.05894486     -0.02831286
H       0.02240783     -0.01540724      0.00672451
3
Step =    112  Time =     926.04679050
H      -0.05822629     -0.04132780      0.02044459
O       0.03586572      0.05827888     -0.02788984
H       0.02236198     -0.01694415      0.00744168
3
Step =    113  Time =     934.31506541
H      -0.05153156     -0.03838447      0.01893669
O       0.02963374      0.05665218     -0.02700504
H       0.02189961     -0.01826075      0.00806465
3
Step =    114  Time =     942.58334033
H      -0.04356492     -0.03456255      0.01699346
O       0.02255111      0.05391561     -0.02558572
H       0.02101605     -0.01934594      0.00858836
3
Step =    115  Time =     950.85161524
H      -0.03415472     -0.02971077      0.01454092
O       0.01444775      0.04990690     -0.02355275
H       0.01970920     -0.02018912      0.00900789
3
Step =    116  Time =     959.11989016
H      -0.02313699     -0.02367391      0.01150339
O       0.00515869      0.04446004     -0.02082529
H       0.01797995     -0.02077983      0.00931835
3
Step =    117  Time =     967.38816507
H      -0.01037796     -0.01630886      0.00781145
O      -0.00545398      0.03742225     -0.01732930
H       0.01583303     -0.02110808      0.00951500
3
Step =    118  Time =     975.65643999
H       0.00419169     -0.00750997      0.00341446
O      -0.01746896      0.02867882     -0.01300984
H       0.01327831     -0.02116414      0.00959310
3
Step =    119  Time =     983.92471490
H       0.02053292      0.00275535     -0.00170199
O      -0.03086379      0.01818857     -0.00784824
H       0.01033221     -0.02093936      0.00954829
3
Step =    120  Time =     992.19298982
H       0.03844458      0.01440096     -0.00749366
O      -0.04546263      0.00603027     -0.00188466
H       0.00701949     -0.02042707      0.00937696
3
Step =    121  Time =    1000.46126473
H       0.05750635      0.02717024     -0.01383243
O      -0.06088010     -0.00754391      0.00475552
H       0.00337480     -0.01962321      0.00907650
3
Step =    122  Time =    1008.72953965
H       0.07703351      0.04058948     -0.02048357
O      -0.07647729     -0.02205909      0.01183787
H      -0.00055566     -0.01852834      0.00864624
3
Step =    123  Time =    1016.99781456
H       0.09606139      0.05394294     -0.02709393
O      -0.09134761     -0.03679262      0.01900718
H      -0.00471318     -0.01714881      0.00808795
3
Step =    124  Time =    1025.26608948
H       0.11338732      0.06629401     -0.03320253
O      -0.10436001     -0.05079420      0.02579759
H      -0.00902623     -0.01549841      0.00740659
3
Step =    125  Time =    1033.53436440
H       0.12768894      0.07657287     -0.03828389
O      -0.11427636     -0.06297153      0.03167485
H      -0.01341102     -0.01360002      0.00661112
3
Step =    126  Time =    1041.80263931
H       0.13771714      0.08373389     -0.04182529
O      -0.11994218     -0.07224591      0.03611273
H      -0.01777318     -0.01148683      0.00571509
3
Step =    127  Time =    1050.07091423
H       0.14252710      0.08695542     -0.04342457
O      -0.12051512     -0.07775088      0.03869028
H      -0.02201013     -0.00920356      0.00473725
3
Step =    128  Time =    1058.33918914
H       0.14167893      0.08582269     -0.04287948
O      -0.11566199     -0.07901563      0.03918131
H      -0.02601510     -0.00680619      0.00370152
3
Step =    129  Time =    1066.60746406
H       0.13533656      0.08042800     -0.04023636
O      -0.10565335     -0.07606597      0.03760333
H      -0.02968146     -0.00436128      0.00263674
3
Step =    130  Time =    1074.87573897
H       0.12422633      0.07134811     -0.03577877
O      -0.09131669     -0.06940385      0.03420708
H      -0.03290818     -0.00194374      0.00157578
3
Step =    131  Time =    1083.14401389
H       0.10947078      0.05950754     -0.02996041
O      -0.07386626     -0.05987289      0.02941042
H      -0.03560355      0.00036546      0.00055448
3
Step =    132  Time =    1091.41228880
H       0.09236297      0.04598293     -0.02330934
O      -0.05467115     -0.04846763      0.02370469
H      -0.03769119      0.00248454     -0.00039058
3
Step =    133  Time =    1099.68056372
H       0.07415251      0.03181402     -0.01633554
O      -0.03503873     -0.03614902      0.01756436
H      -0.03911286      0.00433513     -0.00122406
3
Step =    134  Time =    1107.94883863
H       0.05589600      0.01787030     -0.00946574
O      -0.01606345     -0.02371706      0.01138443
H      -0.03983105      0.00584747     -0.00191423
3
Step =    135  Time =    1116.21711355
H       0.03838631      0.00478837     -0.00301274
O       0.00144535     -0.01175272      0.00545208
H      -0.03983024      0.00696511     -0.00243509
3
Step =    136  Time =    1124.48538846
H       0.02214750     -0.00703116      0.00282608
O       0.01697022     -0.00061734     -0.00005367
H      -0.03911694      0.00764877     -0.00276820
3
Step =    137  Time =    1132.75366338
H       0.00747031     -0.01738986      0.00795232
O       0.03024909      0.00951107     -0.00504441
H      -0.03771877      0.00787892     -0.00290391
3
Step =    138  Time =    1141.02193829
H      -0.00553496     -0.02624237      0.01234261
O       0.04121862      0.01858618     -0.00949730
H      -0.03568256      0.00765675     -0.00284180
3
Step =    139  Time =    1149.29021321
H      -0.01688424     -0.03364673      0.01602431
O       0.04995736      0.02664421     -0.01343092
H      -0.03307171      0.00700345     -0.00259047
3
Step =    140  Time =    1157.55848812
H      -0.02667278     -0.03972218      0.01905493
O       0.05663692      0.03376506     -0.01688590
H      -0.02996281      0.00595800     -0.00216653
3
Step =    141  Time =    1165.82676304
H      -0.03503871     -0.04461707      0.02150642
O       0.06148175      0.04004409     -0.01991117
H      -0.02644180      0.00457369     -0.00159306
3
Step =    142  Time =    1174.09503795
H      -0.04213712     -0.04848678      0.02345435
O       0.06473846      0.04557359     -0.02255475
H      -0.02259996      0.00291394     -0.00089776
3
Step =    143  Time =    1182.36331287
H      -0.04812299     -0.05147987      0.02497110
O       0.06665458      0.05043302     -0.02485877
H      -0.01852993      0.00104788     -0.00011095
3
Step =    144  Time =    1190.63158778
H      -0.05314090     -0.05373025      0.02612203
O       0.06746495      0.05468561     -0.02685747
H      -0.01432213     -0.00095391      0.00073630
3
Step =    145  Time =    1198.89986270
H      -0.05731934     -0.05535361      0.02696366
O       0.06738323      0.05837856     -0.02857716
H      -0.01006181     -0.00302304      0.00161386
3
Step =    146  Time =    1207.16813761
H      -0.06076810     -0.05644637      0.02754317
O       0.06659703      0.06154488     -0.03003704
H      -0.00582676     -0.00509613      0.00249378
3
Step =    147  Time =    1215.43641253
H      -0.06357738     -0.05708596      0.02789847
O       0.06526545      0.06420570     -0.03125019
H      -0.00168589     -0.00711685      0.00335121
3
Step =    148  Time =    1223.70468744
H      -0.06581775     -0.05733189      0.02805873
O       0.06351839      0.06637235     -0.03222454
H       0.00230149     -0.00903702      0.00416490
3
Step =    149  Time =    1231.97296236
H      -0.06754031     -0.05722673      0.02804483
O       0.06145655      0.06804781     -0.03296354
H       0.00608579     -0.01081703      0.00491741
3
Step =    150  Time =    1240.24123727
H      -0.06877755     -0.05679771      0.02787012
O       0.05915329      0.06922768     -0.03346666
H       0.00962612     -0.01242527      0.00559482
3
Step =    151  Time =    1248.50951219
H      -0.06954226     -0.05605669      0.02754038
O       0.05665371      0.06990021     -0.03372932
H       0.01289021     -0.01383814      0.00618682
3
Step =    152  Time =    1256.77778710
H      -0.06982801     -0.05500120      0.02705433
O       0.05397665      0.07004589     -0.03374283
H       0.01585276     -0.01503864      0.00668598
3
Step =    153  Time =    1265.04606202
H      -0.06960823     -0.05361456      0.02640366
O       0.05111489      0.06963670     -0.03349398
H       0.01849442     -0.01601548      0.00708744
3
Step =    154  Time =    1273.31433693
H      -0.06883480     -0.05186556      0.02557283
O       0.04803529      0.06863451     -0.03296432
H       0.02080016     -0.01676179      0.00738830
3
Step =    155  Time =    1281.58261185
H      -0.06743677     -0.04970837      0.02453904
O       0.04467830      0.06699022     -0.03212976
H       0.02275860     -0.01727440      0.00758732
3
Step =    156  Time =    1289.85088676
H      -0.06531835     -0.04708182      0.02327185
O       0.04095724      0.06464196     -0.03095968
H       0.02436062     -0.01755263      0.00768436
3
Step =    157  Time =    1298.11916168
H      -0.06235703     -0.04390904      0.02173292
O       0.03675745      0.06151397     -0.02941645
H       0.02559854     -0.01759753      0.00768008
3
Step =    158  Time =    1306.38743660
H      -0.05840238     -0.04009747      0.01987605
O       0.03193561      0.05751583     -0.02745503
H       0.02646547     -0.01741104      0.00757551
3
Step =    159  Time =    1314.65571151
H      -0.05327545     -0.03553986      0.01764762
O       0.02631979      0.05254291     -0.02502320
H       0.02695459     -0.01699562      0.00737195
3
Step =    160  Time =    1322.92398643
H      -0.04677235     -0.03011739      0.01498811
O       0.01971260      0.04647837     -0.02206254
H       0.02705918     -0.01635342      0.00707053
3
Step =    161  Time =    1331.19226134
H      -0.03867128     -0.02370585      0.01183511
O       0.01189847      0.03919905     -0.01851121
H       0.02677235     -0.01548604      0.00667213
3
Step =    162  Time =    1339.46053626
H      -0.02874767     -0.01618673      0.00812882
O       0.00265945      0.03058700     -0.01430970
H       0.02608730     -0.01439423      0.00617725
3
Step =    163  Time =    1347.72881117
H      -0.01679998     -0.00746483      0.00382077
O      -0.00819880      0.02054744     -0.00940982
H       0.02499768     -0.01307771      0.00558588
3
Step =    164  Time =    1355.99708609
H      -0.00268949      0.00250600     -0.00111339
O      -0.02080909      0.00903356     -0.00378715
H       0.02349826     -0.01153524      0.00489755
3
Step =    165  Time =    1364.26536100
H       0.01360391      0.01368853     -0.00665672
O      -0.03518894     -0.00391991      0.00254234
H       0.02158578     -0.00976486      0.00411141
3
Step =    166  Time =    1372.53363592
H       0.03191069      0.02592096     -0.01273035
O      -0.05116988     -0.01815393      0.00950121
H       0.01926009     -0.00776452      0.00322652
3
Step =    167  Time =    1380.80191083
H       0.05179288      0.03887464     -0.01917222
O      -0.06831800     -0.03334054      0.01692795
H       0.01652560     -0.00553306      0.00224223
3
Step =    168  Time =    1389.07018575
H       0.07247418      0.05202198     -0.02572064
O      -0.08586687     -0.04895031      0.02456022
H       0.01339303     -0.00307166      0.00115889
